question,document,score,pertinent,justification,fichier_trouve
A qui adresser les documents de portabilité ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,9.0,OUI,"Le document contient une section « Vos obligations » au titre de la portabilité indiquant que les justificatifs doivent être adressés à la CPCEA, ce qui répond directement à « à qui adresser les documents de portabilité ». Il précise aussi des coordonnées postales CPCEA (service Réclamations) utiles pour l’envoi.",True
A qui adresser les documents de portabilité ?,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,8.0,OUI,"Le document traite explicitement de la portabilité (Titre 7) et précise que l’ancien salarié doit transmettre ses justificatifs « auprès de l’Institution » (CPCEA), avec des coordonnées postales disponibles dans le document. Il ne donne toutefois pas une rubrique dédiée “où envoyer les documents de portabilité”, donc l’information est utile mais partiellement implicite.",True
Mon contrat rembourse t'il les médicaments homéopathiques ?,82852_ccpma_sante evin_oda_tg et bar.pdf,8.0,OUI,"Le tableau des garanties mentionne explicitement l’homéopathie dans les « médecines douces » (remboursement par séance selon le niveau) et prévoit aussi un forfait « pharmacie prescrite non remboursée », ce qui peut couvrir certains médicaments non pris en charge par le régime de base. En revanche, il ne précise pas directement le remboursement des médicaments homéopathiques en tant que médicaments.",True
Mon contrat rembourse t'il les médicaments homéopathiques ?,82471 - ODA_Tableau de garanties_HAM 2020.pdf,9.0,OUI,"Le document mentionne explicitement les « médicaments homéopathiques » comme exclus de la prise en charge du ticket modérateur, et détaille aussi une ligne « homéopathie » dans les médecines douces (remboursement par séance), ce qui aide directement à répondre à la question.",True
Mon contrat rembourse t'il les médicaments homéopathiques ?,82470 - ODA_Tableau de garanties_AM 2020.pdf,9.0,OUI,"Le document mentionne explicitement les « médicaments homéopathiques » dans les exclusions de prise en charge du ticket modérateur et détaille les remboursements liés aux médicaments et à l’homéopathie (médecines douces), ce qui permet de répondre directement à la question.",True
Une personne en invalidité de catégorie 1 peut il obtenir une pension complémentaire de notre part ?,202201_TG_CCN52 Av51_Ref131.pdf,8.0,OUI,"Le document précise les conditions d’attribution d’une pension d’invalidité complémentaire et indique qu’elle est versée uniquement en cas d’invalidité catégorie 2 ou 3 (ou incapacité pro > 66,66%), ce qui permet de répondre pour la catégorie 1 (non prévue).",True
Une personne en invalidité de catégorie 1 peut il obtenir une pension complémentaire de notre part ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,8.0,OUI,"Le document précise les conditions d’attribution d’une pension complémentaire en cas d’incapacité permanente, en indiquant qu’elle est versée uniquement si la MSA attribue une pension d’invalidité catégorie 2 ou 3 (ou une rente AT/MP ≥ 66,66%). Il permet donc de répondre que la catégorie 1 n’ouvre pas droit à cette pension complémentaire dans ce régime.",True
Une personne en invalidité de catégorie 1 peut il obtenir une pension complémentaire de notre part ?,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,9.0,OUI,"Le document traite explicitement de la “pension complémentaire” en cas d’incapacité permanente et précise les conditions d’attribution, notamment l’exigence d’une invalidité catégorie 2 ou 3 (pas catégorie 1). Il permet donc de répondre directement à la question sur l’éligibilité d’une personne en invalidité catégorie 1.",True
Un salarié cadre en invalidité de catégorie 1 peut il obtenir une pension complémentaire de notre part ?,202201_TG_CCN52 Av51_Ref131.pdf,8.0,OUI,"Le document précise les conditions d’attribution d’une pension d’invalidité complémentaire et indique qu’elle est prévue uniquement en cas d’invalidité catégorie 2 ou 3 (ou incapacité pro > 66,66%), ce qui permet de répondre pour une catégorie 1 (a priori non couverte). Il ne traite toutefois pas spécifiquement du statut “cadre” ni d’éventuelles garanties particulières.",True
Un salarié cadre en invalidité de catégorie 1 peut il obtenir une pension complémentaire de notre part ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,9.0,OUI,"Le document décrit précisément la “garantie incapacité permanente de travail” et indique que la pension complémentaire n’est versée qu’en cas d’invalidité MSA catégorie 2 ou 3 (ou rente AT/MP ≥ 66,66%), excluant donc la catégorie 1. Il permet ainsi de répondre directement à la question sur l’éligibilité d’un cadre en invalidité catégorie 1.",True
Un salarié cadre en invalidité de catégorie 1 peut il obtenir une pension complémentaire de notre part ?,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,9.0,OUI,"Le document décrit explicitement la garantie « incapacité permanente de travail » et précise que la pension complémentaire n’est versée qu’en cas de pension d’invalidité MSA catégorie 2 ou 3 (ou taux ≥ 66,66%). Il permet donc de répondre directement qu’une invalidité catégorie 1 ne donne pas droit à cette pension complémentaire dans ce régime.",True
quel est le délai de franchise de mon contrat de prévoyance ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,8.0,OUI,"Le document décrit les délais de franchise/attente pour l’indemnisation en incapacité temporaire de travail (1er jour en AT/MP/maternité, 4e jour en maladie/accident de la vie privée). Il ne précise toutefois pas d’éventuels autres délais de franchise pour d’autres garanties, donc la réponse dépend du type de sinistre concerné.",True
quel est le délai de franchise de mon contrat de prévoyance ?,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,8.0,OUI,"Le document contient des informations directes sur le délai de franchise en prévoyance via les “modalités de l’indemnisation” en incapacité temporaire de travail (versement dès J1 pour AT/MP/maternité et dès J4 pour maladie/accident vie privée). Il ne précise toutefois pas un “délai de franchise” unique pour toutes garanties, seulement pour cette prestation.",True
quel est le délai de franchise de mon contrat de prévoyance ?,202207_NI_Régime d'adhésion_Prévoyance_171.pdf,9.0,OUI,"Le document indique explicitement le délai de franchise pour l’incapacité temporaire de travail : 90 jours, avec une note précisant qu’il peut être de 120/150/180 jours selon la branche professionnelle. Il fournit donc l’information clé, même si la valeur exacte dépend de la branche et nécessite confirmation auprès du service du personnel.",True
quel est le délai de franchise relatif à mon dossier d'indemnités journalières complémentaires,202201_TG_CCN52 Av51_Ref131.pdf,8.0,OUI,"Le document contient un tableau « Garantie incapacité temporaire de travail » indiquant explicitement le point de départ des indemnités journalières complémentaires (1er jour pour AT/MP/maternité, 4e jour pour maladie/accident de la vie privée), ce qui correspond au délai de franchise. En revanche, il ne donne pas d’information spécifique au dossier individuel de l’utilisateur.",True
quel est le délai de franchise relatif à mon dossier d'indemnités journalières complémentaires,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,9.0,OUI,"Le document décrit la garantie « incapacité temporaire de travail » et précise le point de départ du versement des indemnités journalières complémentaires (1er jour selon le cas, ou 4e jour en cas de maladie/accident de la vie privée), ce qui correspond au délai de franchise. Il ne traite toutefois pas d’un « dossier » individuel mais des règles générales du régime.",True
quel est le délai de franchise relatif à mon dossier d'indemnités journalières complémentaires,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,9.0,OUI,"Le document décrit explicitement le délai de franchise pour les indemnités journalières complémentaires (article 5.1.3 : versement à partir du 1er jour en AT/MP/maternité, et à partir du 4e jour en maladie/accident de la vie privée). Il s’agit d’une information directement utile pour répondre à la question sur le délai de franchise.",True
Quel est le délai de franchise relatif à mon dossier d'indemnités journalières complémentaires ?,202201_TG_CCN52 Av51_Ref131.pdf,9.0,OUI,"Le document indique explicitement le point de départ des indemnités journalières complémentaires (“à compter du 1er jour” ou du “4e jour” selon l’événement), ce qui correspond au délai de franchise. Il permet donc de déterminer la franchise applicable selon la cause de l’arrêt (AT/MP/maternité vs maladie/accident vie privée).",True
Quel est le délai de franchise relatif à mon dossier d'indemnités journalières complémentaires ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,9.0,OUI,Le document décrit explicitement le point de départ du versement des indemnités journalières complémentaires (donc le délai de franchise) : 1er jour en cas d’AT/MP/maternité et 4e jour en cas de maladie ou accident de la vie privée. Il contient donc l’information directement utile pour répondre à la question.,True
Quel est le délai de franchise relatif à mon dossier d'indemnités journalières complémentaires ?,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,9.0,OUI,Le document décrit explicitement le délai de franchise/point de départ du versement des indemnités journalières complémentaires (article 5.1.3) : dès le 1er jour en cas AT/MP/maternité et à compter du 4e jour en cas de maladie ou accident de la vie privée. Ces informations répondent directement à la question sur le délai de franchise.,True
Quel est le numéro de l'assistance ?,83856_ccpma_sante evin_oda_cg ni .pdf,9.0,OUI,Le document contient explicitement la rubrique « Garantie assistance » avec les numéros de téléphone pour contacter l’assistance (France et étranger). Il permet donc de répondre directement à la question sur le numéro de l’assistance.,True
Quel est le numéro de l'assistance ?,ccpma_santé_oda_ni 2018.pdf,9.0,OUI,Le document contient explicitement les coordonnées de l’assistance (MUTUAIDE ASSISTANCE) avec le numéro à appeler depuis la France et depuis l’étranger (01 45 16 65 11 / +33 1 45 16 65 11). Il permet donc de répondre directement à la question sur le numéro de l’assistance.,True
Quel est le numéro de l'assistance ?,202410_CCN 52_CG valant NI_118.pdf,9.0,OUI,"Le document contient une section “Garantie Assistance” indiquant explicitement comment contacter MUTUAIDE 24/7, avec le numéro de téléphone (01 55 98 71 17). Il répond donc directement à la question sur le numéro de l’assistance.",True
Quel est le délai de franchise pour le versement d'indemnités journalières complémentaires pour le régime d'adhésion ?,202201_TG Barème cotisations_Régime d'adhésion Ch.Agriculture_Prévoyance_113.pdf,8.0,OUI,"Le document présente le tableau des garanties du régime d’adhésion et précise, pour l’incapacité temporaire de travail, l’absence de délai de carence ainsi que le point de départ du versement des indemnités journalières (à compter du 91e jour, avec variantes selon la branche). Cela permet de répondre directement à la notion de délai de franchise.",True
Quel est le délai de franchise pour le versement d'indemnités journalières complémentaires pour le régime d'adhésion ?,202401_TG Barèmes_Régime Adhésion_Prévoyance_1070.pdf,8.0,OUI,"Le document présente le tableau des garanties « incapacité temporaire de travail » et précise l’absence de délai de carence ainsi que le point de départ du versement des indemnités journalières (à compter du 91e jour, avec variantes 121e/151e/181e selon la branche). Cela permet de répondre au délai de franchise pour les IJ complémentaires du régime d’adhésion.",True
Quel est le délai de franchise pour le versement d'indemnités journalières complémentaires pour le régime d'adhésion ?,202401_TG Barèmes_Régime Adhésion Chambres Agriculture_Prévoyance_113.pdf,8.0,OUI,Le document présente la garantie « incapacité temporaire de travail » du régime d’adhésion et précise l’absence de délai de carence ainsi que le début de versement des indemnités journalières (à compter du 91e jour d’arrêt). Cela permet de répondre directement à la question sur le délai de franchise.,True
Qu'est ce que le réseau carte blanche ?,ccpma_santé_oda_ni 2018.pdf,7.0,OUI,"Le document mentionne explicitement le « réseau de soins Carte Blanche Partenaires » et décrit ses services (tiers payant, annuaire, opticiens partenaires, tarifs encadrés). En revanche, il ne donne pas une définition générale complète de ce qu’est le réseau Carte Blanche au-delà du cadre de ce contrat santé.",True
Qu'est ce que le réseau carte blanche ?,82468_ccpma_santé_oda_cg.pdf,7.0,OUI,"Le document mentionne explicitement le « réseau de soins Carte Blanche Partenaires » (article 1.5) et décrit ses services (annexe 3 : tiers payant, annuaire, opticiens partenaires). En revanche, il ne donne pas une définition générale complète de « Carte Blanche » au-delà du cadre de ce contrat santé.",True
Qu'est ce que le réseau carte blanche ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,8.0,OUI,"Le document décrit explicitement le « réseau de soins Carte Blanche Partenaires » (Titre 10) et explique ce qu’il permet (tiers payant en optique, garanties et services des opticiens partenaires, offre Prysme). Il ne donne toutefois pas une définition générale exhaustive du réseau Carte Blanche au-delà du cadre de ce contrat.",True
A quel moment cesse la portabilité ?,ccpma_santé_oda_ni 2018.pdf,10.0,OUI,"Le document contient un article dédié « 4.9 Portabilité des droits » et précise explicitement en 4.9.5 les cas et moments de cessation de la portabilité (au plus tard 12 mois, reprise d’activité, fin des allocations chômage, retraite, décès, résiliation du contrat, etc.).",True
A quel moment cesse la portabilité ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,10.0,OUI,"Le document contient une section explicite « Cessation de la portabilité » (Titre 5, §5.6) détaillant précisément les événements et la durée maximale (12 mois) mettant fin à la portabilité. Il répond donc directement à la question « À quel moment cesse la portabilité ? ».",True
A quel moment cesse la portabilité ?,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,9.0,OUI,"Le document contient une section dédiée « CESSATION DE LA PORTABILITE » (article 7.7) qui précise explicitement les événements mettant fin à la portabilité (au plus tard 12 mois, reprise d’activité, fin des allocations chômage, liquidation retraite, décès, résiliation du contrat). Cela répond directement à la question « À quel moment cesse la portabilité ? ».",True
Par qui est réglée l'indemnité journalière complémentaire ?,202201_TG_CCN52 Av51_Ref131.pdf,3.0,NON,"Le document décrit le montant, le point de départ et la durée de l’« indemnité journalière complémentaire », mais n’indique pas clairement par quel organisme ou acteur elle est réglée (employeur, assureur/prévoyance, etc.). Il ne permet donc pas de répondre directement à la question « par qui ».",True
Par qui est réglée l'indemnité journalière complémentaire ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,9.0,OUI,Le document précise explicitement qui règle l’indemnité journalière complémentaire : en métropole elle est réglée par la MSA (conjointement avec l’IJ de base) et dans les DROM directement par l’Institution (CPCEA). Il répond donc directement à la question.,True
Par qui est réglée l'indemnité journalière complémentaire ?,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,10.0,OUI,"Le document précise explicitement, à l’article 5.1.5, par qui est réglée l’indemnité journalière complémentaire (MSA en métropole, Institution/CPCEA dans les DROM, avec possibilité de subrogation de l’employeur). Il répond donc directement à la question.",True
Quel est le montant de la prime de maternité ?,AUCUN,,,Aucun document sélectionné,False
Combien de temps dure l'indemnisation journalière complémentaire ?,202201_TG_CCN52 Av51_Ref131.pdf,8.0,OUI,Le document contient un tableau “Garantie incapacité temporaire de travail” indiquant la “Cessation de la prestation” de l’indemnité journalière complémentaire : “Tant que le régime de base intervient”. Il ne donne toutefois pas une durée chiffrée en jours/mois.,True
Combien de temps dure l'indemnisation journalière complémentaire ?,202201_NI_CCN 52_PREV SANTE_Ref31.pdf,9.0,OUI,"Le document décrit explicitement la “Durée de l’indemnisation” des indemnités journalières complémentaires (article 3.1.5), en précisant qu’elles sont versées tant que la MSA verse des IJ du régime de base, avec les cas de cessation. Il permet donc de répondre directement à la question sur la durée.",True
Combien de temps dure l'indemnisation journalière complémentaire ?,202201_CG_CCN 52_PREV SANTE_Ref314.pdf,9.0,OUI,"Le document contient une section dédiée à l’« incapacité temporaire de travail » précisant la « Durée de l’indemnisation » : l’indemnité journalière complémentaire est versée tant que l’indemnité journalière du régime de base (MSA) est servie, y compris après rupture du contrat de travail jusqu’à la fin d’indemnisation du régime de base.",True
Quel est le délai de franchise pour le versement d'indemnités journalières complémentaires pour le régime d'adhésion ?,202401_TG Barèmes_Régime Adhésion_Prévoyance_1070.pdf,8.0,OUI,"Le document indique, pour la garantie incapacité temporaire de travail du régime d’adhésion, qu’il n’y a « aucun délai de carence » et précise le début de versement des indemnités journalières (à compter du 91e jour d’arrêt, voire 121e/151e/181e selon la branche). Cela permet de répondre au délai de franchise.",True
Quel est le délai de franchise pour le versement d'indemnités journalières complémentaires pour le régime d'adhésion ?,202401_TG Barèmes_Régime Adhésion Chambres Agriculture_Prévoyance_113.pdf,8.0,OUI,Le document présente le tableau des garanties du régime d’adhésion et indique explicitement l’absence de délai de carence ainsi que le début de versement des indemnités journalières (à compter du 91e jour d’arrêt). Cela permet de répondre directement à la question sur le délai de franchise.,True
Quel est le délai de franchise pour le versement d'indemnités journalières complémentaires pour le régime d'adhésion ?,202207_NI_Régime d'adhésion_Prévoyance_171.pdf,10.0,OUI,"Le document indique explicitement le délai de franchise avant versement des indemnités journalières complémentaires (90 jours, avec mention possible de 120/150/180 jours selon la branche). Il définit aussi la notion de délai de franchise et les conditions de début d’indemnisation.",True
